date,time,encounter,dot,tide,sample_round,group_number,group_size,count_white,count_gray,count_calf,calf_presence ,behavior,comments
8/31/2022,13:13,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:14,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:15,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:16,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:17,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:18,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:19,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:20,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:21,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:22,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:23,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:24,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:25,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:26,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:27,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,13:28,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:29,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:30,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:31,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:32,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:33,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:34,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:35,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:36,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:37,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:38,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:39,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:40,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:41,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:42,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:43,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:44,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:45,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:46,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:47,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:48,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:49,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,1 w still milling at mouth
8/31/2022,13:50,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:51,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:52,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:53,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:54,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:55,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:56,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:57,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:58,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,13:59,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:00,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:01,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:02,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:03,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:04,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:05,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:06,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:07,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:08,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:09,18,at mouth,Ebb,2,1,2,2,0,0,no,Mill,
8/31/2022,14:10,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:11,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:12,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:13,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:14,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:15,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:16,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:17,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:18,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:19,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:20,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:21,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:22,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:23,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:24,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:25,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:26,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:27,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:28,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:29,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
8/31/2022,14:30,18,at mouth,Ebb,2,1,2,2,0,0,no,Travel,
9/1/2022,14:50,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/2/2022,14:51,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/3/2022,14:52,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/4/2022,14:53,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/5/2022,14:54,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/6/2022,14:55,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/7/2022,14:56,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/8/2022,14:57,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/9/2022,14:58,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/10/2022,14:59,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/11/2022,15:00,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/12/2022,15:01,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/13/2022,15:02,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/14/2022,15:03,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/15/2022,15:04,19,S,Ebb,3,1,2,2,0,0,no,Travel,traveled out of river
9/16/2022,15:05,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/17/2022,15:06,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/18/2022,15:07,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/19/2022,15:08,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/20/2022,15:09,19,S,Ebb,3,1,2,2,0,0,no,Travel,
9/21/2022,15:10,19,S,Ebb,3,1,2,2,0,0,no,Travel,
