date,time,encounter,dot,tide,sample_round,group_number,group_size,count_white,count_gray,count_calf,calf_presence ,behavior,comments
8/24/2022,10:02,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:03,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:04,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:05,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:06,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:07,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:08,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:09,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:10,13,S,Ebb,1,1,16,10,2,4,yes,Travel,adult in river
8/24/2022,10:11,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:12,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:13,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:14,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:15,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:16,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:17,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:18,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:19,13,S,Ebb,1,1,16,10,2,4,yes,Travel,bubble at mouth
8/24/2022,10:20,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:21,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:22,13,S,Ebb,1,1,16,10,2,4,yes,Travel,
8/24/2022,10:23,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:24,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:25,13,S,Ebb,1,1,13,6,3,4,yes,Mill,group entered river
8/24/2022,10:26,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:27,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:28,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:29,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:30,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:31,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:32,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:33,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:34,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:35,13,S,Ebb,1,1,13,6,3,4,yes,Mill,group moved out of river
8/24/2022,10:36,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:37,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:38,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:39,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:40,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:41,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:42,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:43,13,S,Ebb,1,1,13,6,3,4,yes,Mill,
8/24/2022,10:44,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:45,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:46,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:47,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:48,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:49,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:50,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:51,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:52,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:53,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:54,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:55,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:56,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:57,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:58,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,10:59,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,11:00,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,11:01,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,11:02,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,11:03,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,11:04,13,S,Ebb,1,1,18,10,5,3,yes,Travel,
8/24/2022,11:05,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:06,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:07,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:08,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:09,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:10,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:11,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:12,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:13,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:14,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:15,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:16,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:17,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:18,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:19,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:20,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:21,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:22,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:23,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:24,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:25,13,S,Ebb,1,1,8,4,3,1,yes,Mill ,
8/24/2022,11:26,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
8/24/2022,11:27,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
8/24/2022,11:28,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
8/24/2022,11:29,13,S,Ebb,1,1,7,1,5,1,yes,Mill,group entered river
8/24/2022,11:30,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
8/24/2022,11:31,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
8/24/2022,11:32,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
8/24/2022,11:33,13,S,Ebb,1,1,7,1,5,1,yes,Mill,
