date,time,encounter,behavior,call_type,call_category,minute,behav_s,difftime_s,behav_next,difftime_next
9/17/2021,13H 22M 0S,4,Mill,pulse.flat.seg,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.a,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,dws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat.seg.4,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,aws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.a,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,modws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat.seg,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,c.10,cc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,c.10,cc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,c.10,cc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,flatws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,flatws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.d,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,modws.seg,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,modws.seg,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,modws.seg,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.mod,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,flatws.seg,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,nws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat.seg,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.a,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,dws,ws,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat.seg,pc,16,1,15,18,-2
9/17/2021,13H 22M 0S,4,Mill,pulse.flat.seg,pc,16,1,15,18,-2
9/17/2021,13H 23M 0S,4,Mill,pulse.flat.seg,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,modws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat.seg,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,nws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.a,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,flatws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,flatws.seg,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat.seg,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,dws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,c.11,cc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.d,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,trill,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat.seg,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,modws.m,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,modws.m,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,modws.m,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,flatws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,modws.m,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat.seg,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,pulse.flat.seg,pc,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,nws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,aws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,aws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,aws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,dws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,trill,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,modws,ws,17,1,16,18,-1
9/17/2021,13H 23M 0S,4,Mill,c.12,cc,17,1,16,18,-1
9/17/2021,13H 24M 0S,4,Travel,pulse.mod,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.d,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,c.12,cc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,nws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,nws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,flatws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,flatws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,flatws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.flat.seg,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,flatws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,dws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.mod,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.flat,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.a,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.flat,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,flatws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,modws,ws,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,pulse.flat,pc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,c.13,cc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,c.13,cc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,c.13,cc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,c.13,cc,18,18,0,1,17
9/17/2021,13H 24M 0S,4,Travel,c.13,cc,18,18,0,1,17
9/17/2021,13H 25M 0S,4,Travel,pulse.d,pc,19,18,1,1,18
9/17/2021,13H 25M 0S,4,Travel,pulse.flat,pc,19,18,1,1,18
9/17/2021,13H 25M 0S,4,Travel,pulse.a,pc,19,18,1,1,18
9/17/2021,13H 25M 0S,4,Travel,pulse.flat,pc,19,18,1,1,18
9/17/2021,13H 25M 0S,4,Travel,pulse.flat,pc,19,18,1,1,18
9/17/2021,13H 26M 0S,4,Travel,pulse.flat.seg,pc,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,aws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,modws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,aws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,pulse.mod,pc,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,aws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,aws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,pulse.mod,pc,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,dws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,modws.seg,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,dws,ws,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,pulse.n,pc,20,18,2,1,19
9/17/2021,13H 26M 0S,4,Travel,pulse.flat,pc,20,18,2,1,19
9/17/2021,13H 27M 0S,4,Travel,NA,NA,21,18,3,1,20
9/17/2021,13H 28M 0S,4,Travel,modws.seg,ws,22,18,4,1,21
9/17/2021,13H 28M 0S,4,Travel,aws,ws,22,18,4,1,21
9/17/2021,13H 28M 0S,4,Travel,flatws.seg,ws,22,18,4,1,21
9/17/2021,13H 29M 0S,4,Travel,modws,ws,23,18,5,1,22
9/17/2021,13H 30M 0S,4,Travel,NA,NA,24,18,6,1,23
10/7/2021,11H 49M 0S,7,Travel,NA,NA,1,1,0,21,-20
10/7/2021,11H 50M 0S,7,Travel,NA,NA,2,1,1,21,-19
10/7/2021,11H 51M 0S,7,Travel,NA,NA,3,1,2,21,-18
10/7/2021,11H 52M 0S,7,Travel,NA,NA,4,1,3,21,-17
10/7/2021,11H 53M 0S,7,Travel,NA,NA,5,1,4,21,-16
10/7/2021,11H 54M 0S,7,Travel,NA,NA,6,1,5,21,-15
10/7/2021,11H 55M 0S,7,Travel,NA,NA,7,1,6,21,-14
10/7/2021,11H 56M 0S,7,Travel,NA,NA,8,1,7,21,-13
10/7/2021,11H 57M 0S,7,Travel,NA,NA,9,1,8,21,-12
10/7/2021,11H 58M 0S,7,Travel,NA,NA,10,1,9,21,-11
10/7/2021,11H 59M 0S,7,Travel,NA,NA,11,1,10,21,-10
10/7/2021,12H 0M 0S,7,Travel,flatws,ws,12,1,11,21,-9
10/7/2021,12H 0M 0S,7,Travel,flatws,ws,12,1,11,21,-9
10/7/2021,12H 0M 0S,7,Travel,aws,ws,12,1,11,21,-9
10/7/2021,12H 0M 0S,7,Travel,flatws,ws,12,1,11,21,-9
10/7/2021,12H 0M 0S,7,Travel,dws,ws,12,1,11,21,-9
10/7/2021,12H 0M 0S,7,Travel,flatws,ws,12,1,11,21,-9
10/7/2021,12H 0M 0S,7,Travel,aws,ws,12,1,11,21,-9
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws.seg,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws.seg,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,dws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws.seg,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws.seg,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,aws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 1M 0S,7,Travel,flatws,ws,13,1,12,21,-8
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 2M 0S,7,Travel,aws,ws,14,1,13,21,-7
10/7/2021,12H 3M 0S,7,Travel,NA,NA,15,1,14,21,-6
10/7/2021,12H 4M 0S,7,Travel,NA,NA,16,1,15,21,-5
10/7/2021,12H 5M 0S,7,Travel,NA,NA,17,1,16,21,-4
10/7/2021,12H 6M 0S,7,Travel,NA,NA,18,1,17,21,-3
10/7/2021,12H 7M 0S,7,Travel,NA,NA,19,1,18,21,-2
10/7/2021,12H 8M 0S,7,Travel,NA,NA,20,1,19,21,-1
10/7/2021,12H 9M 0S,7,Mill,NA,NA,21,21,0,40,-19
10/7/2021,12H 10M 0S,7,Mill,NA,NA,22,21,1,40,-18
10/7/2021,12H 11M 0S,7,Mill,NA,NA,23,21,2,40,-17
10/7/2021,12H 12M 0S,7,Mill,NA,NA,24,21,3,40,-16
10/7/2021,12H 13M 0S,7,Mill,NA,NA,25,21,4,40,-15
10/7/2021,12H 14M 0S,7,Mill,NA,NA,26,21,5,40,-14
10/7/2021,12H 15M 0S,7,Mill,NA,NA,27,21,6,40,-13
10/7/2021,12H 16M 0S,7,Mill,NA,NA,28,21,7,40,-12
10/7/2021,12H 17M 0S,7,Mill,NA,NA,29,21,8,40,-11
10/7/2021,12H 18M 0S,7,Mill,NA,NA,30,21,9,40,-10
10/7/2021,12H 19M 0S,7,Mill,NA,NA,31,21,10,40,-9
10/7/2021,12H 20M 0S,7,Mill,NA,NA,32,21,11,40,-8
10/7/2021,12H 21M 0S,7,Mill,NA,NA,33,21,12,40,-7
10/7/2021,12H 22M 0S,7,Mill,NA,NA,34,21,13,40,-6
10/7/2021,12H 23M 0S,7,Mill,NA,NA,35,21,14,40,-5
10/7/2021,12H 24M 0S,7,Mill,NA,NA,36,21,15,40,-4
10/7/2021,12H 25M 0S,7,Mill,NA,NA,37,21,16,40,-3
10/7/2021,12H 26M 0S,7,Mill,NA,NA,38,21,17,40,-2
10/7/2021,12H 27M 0S,7,Mill,NA,NA,39,21,18,40,-1
