date,time,encounter,dot,tide,sample_round,group_number,group_size,count_white,count_gray,count_calf,calf_presence ,behavior,comments
9/6/2021,11:39,1,S,Ebb,1,3,2,1,0,1,yes,Travel,1w+1c at ER mouth milling (33K)
9/6/2021,11:40,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:41,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:42,1,S,Ebb,1,3,2,1,0,1,yes,Travel,1w+1c still milling/traveling south
9/6/2021,11:43,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:44,1,S,Ebb,1,3,2,1,0,1,yes,Travel,1w+1c traveling south to south point
9/6/2021,11:45,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:46,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:47,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:48,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:49,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:50,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:51,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:52,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:53,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:54,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:55,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:56,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:57,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:58,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,11:59,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:00,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:01,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:02,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:03,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:04,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:05,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:06,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:07,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:08,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:09,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:10,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:11,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:12,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:13,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:14,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:15,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
9/6/2021,12:16,1,S,Ebb,1,3,2,1,0,1,yes,Travel,
