selection,date,begin_Time,time,end_Time,low_Freq,high_Freq,call_type,call_category
31,9/7/2022,4689.423281,14:18,4689.717233,1751.2,3940.3,,ws
32,9/7/2022,4689.574456,14:18,4690.195956,238.8,915.4,,ws
33,9/7/2022,4690.447915,14:18,4690.867848,437.8,995,,ws
34,9/7/2022,4690.800658,14:18,4690.97703,1432.8,2029.9,,ws
35,9/7/2022,4691.749705,14:18,4692.035259,318.4,915.4,,ws
36,9/7/2022,4691.951273,14:18,4692.085651,1353.2,1950.2,,ws
37,9/7/2022,4692.144442,14:18,4692.455191,557.2,875.6,,ws
38,9/7/2022,4693.068292,14:18,4694.151718,238.8,1114.4,,ws
39,9/7/2022,4695.352724,14:18,4695.587886,1393,3582.1,,ws
40,9/7/2022,4698.283851,14:18,4698.493817,2507.5,4179.1,,ws
41,9/7/2022,4698.838161,14:18,4699.090121,1870.6,4457.7,,ws
42,9/7/2022,4699.325283,14:18,4699.728418,1671.6,4656.7,,ws
43,9/7/2022,4699.929985,14:18,4700.299525,2348.3,4497.5,,ws
44,9/7/2022,4700.870633,14:18,4701.223376,1313.4,2388.1,,ws
45,9/7/2022,4713.555965,14:18,4713.723938,4776.1,5850.7,,ws
46,9/7/2022,4714.038625,14:18,4715.155645,437.8,1950.2,,ws
47,9/7/2022,4715.592375,14:18,4715.99551,1034.8,2427.9,,ws
48,9/7/2022,4717.146124,14:18,4718.078373,318.4,1154.2,,ws
49,9/7/2022,4719.732906,14:18,4720.463589,517.4,2427.9,,ws
50,9/7/2022,4723.398094,14:18,4723.683648,1990,7044.8,,ws
51,9/7/2022,4723.910411,14:18,4724.212762,2388.1,7482.6,,ws
52,9/7/2022,4730.04982,14:18,4730.377367,1154.2,1592,,ws
53,9/7/2022,4731.998306,14:18,4732.225069,1194,1631.8,,ws
54,9/7/2022,4732.241866,14:18,4732.552616,1950.2,2746.3,,ws
55,9/7/2022,4738.687005,14:18,4739.123734,1631.8,3980.1,,ws
56,9/7/2022,4744.028543,14:19,4744.389685,1353.2,3701.5,,ws
57,9/7/2022,4747.278818,14:19,4747.547575,1830.8,4298.5,,ws
58,9/7/2022,4747.849926,14:19,4748.185872,1910.4,4059.7,,ws
59,9/7/2022,4748.362243,14:19,4748.647797,1950.2,3980.1,,ws
60,9/7/2022,4759.300657,14:19,4759.804576,437.8,6646.8,,pc
61,9/7/2022,4761.333129,14:19,4761.63548,398,1472.6,,ws
62,9/7/2022,4762.200445,14:19,4763.334262,278.6,6368.2,,pc
63,9/7/2022,4764.720038,14:19,4764.946802,1671.6,4019.9,,ws
64,9/7/2022,4765.240754,14:19,4765.475916,1552.2,7403,,ws
65,9/7/2022,4765.736274,14:19,4766.021828,2189.1,8199,,ws
66,9/7/2022,4766.214997,14:19,4766.500551,1671.6,6766.2,,ws
67,9/7/2022,4768.264266,14:19,4769.650043,557.2,5810.9,,pc
68,9/7/2022,4771.21219,14:19,4771.346569,1950.2,4378.1,,ws
69,9/7/2022,4771.716109,14:19,4771.942873,2189.1,5970.1,,ws
70,9/7/2022,4823.099661,14:20,4824.141093,159.2,9194,,pc
71,9/7/2022,4824.804586,14:20,4826.291146,1512.4,8477.6,,pc
72,9/7/2022,4826.568301,14:20,4829.264266,199,9393,,pc
73,9/7/2022,4830.624847,14:20,4832.086211,1552.2,11343.3,,pc
74,9/7/2022,4832.892481,14:20,4834.421034,318.4,6567.2,,pc
75,9/7/2022,4834.595181,14:20,4834.847141,1432.8,8318.4,,ws
76,9/7/2022,4835.040309,14:20,4835.359458,1313.4,8398,,ws
77,9/7/2022,4835.527431,14:20,4835.896971,1393,7204,,ws
78,9/7/2022,4836.048147,14:20,4836.40089,2228.9,7243.8,,ws
79,9/7/2022,4836.619255,14:20,4836.938403,1791,9432.8,,ws
80,9/7/2022,4837.131572,14:20,4837.459119,1472.6,6646.8,,ws
81,9/7/2022,4840.6758,14:20,4840.978151,1512.4,9194,,ws
82,9/7/2022,4841.204914,14:20,4841.532462,1751.2,9074.6,,ws
83,9/7/2022,4841.759225,14:20,4842.027982,2069.7,8955.2,,ws
84,9/7/2022,4842.313536,14:20,4842.573893,2189.1,7363.2,,ws
85,9/7/2022,4842.632684,14:20,4842.859447,7840.8,8796,,ws
86,9/7/2022,4842.809056,14:20,4843.1534,2467.7,7801,,ws
87,9/7/2022,4843.262582,14:20,4843.564934,2348.3,8119.4,,ws
88,9/7/2022,4843.825292,14:20,4844.052055,2149.3,3502.5,,ws
89,9/7/2022,4850.088456,14:20,4851.944556,597,5412.9,,pc
90,9/7/2022,4852.608049,14:20,4852.902002,1950.2,8995,,ws
91,9/7/2022,4853.120367,14:20,4853.380725,2467.7,9194,,ws
92,9/7/2022,4854.010623,14:20,4854.220589,1870.6,9154.2,,ws
