date,time,encounter,dot,tide,sample_round,group_number,group_size,count_white,count_gray,count_calf,calf_presence ,behavior,comments
8/8/2022,12:19,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:20,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:21,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:22,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:23,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:24,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:25,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:26,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:27,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:28,11,N,Flood,1,1,11,11,0,0,no,Mill,dive
8/8/2022,12:29,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:30,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:31,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:32,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:33,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:34,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:35,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:36,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:37,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:38,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:39,11,N,Flood,1,1,11,11,0,0,no,Mill,
8/8/2022,12:40,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:41,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:42,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:43,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:44,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:45,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:46,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:47,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:48,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:49,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:50,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:51,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:52,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:53,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:54,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:55,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:56,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:57,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:58,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,12:59,11,N,Flood,1,1,13,13,0,0,no,Mill,
8/8/2022,13:00,11,N,Flood,1,1,13,13,0,0,no,Mill,
