date,time,encounter,dot,tide,sample_round,group_number,group_size,count_white,count_gray,count_calf,calf_presence ,behavior,comments
10/6/2021,10:49,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:50,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:51,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:52,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:53,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:54,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:55,6,S,Ebb,1,1,15,6,8,1,yes,Travel,"group passed ER mouth, none went in"
10/6/2021,10:56,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:57,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:58,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,10:59,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,11:00,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,11:01,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,11:02,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,11:03,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,11:04,6,S,Ebb,1,1,15,6,8,1,yes,Travel,
10/6/2021,11:05,6,S,Ebb,1,1,15,6,8,1,yes,Travel,all whales out of view
