selection,date,begin_Time,time,end_Time,low_Freq,high_Freq,call_type,call_category
76,8/26/2022,8260.287789,10:17,8261.421606,200.7,24000,,pc
77,8/26/2022,8281.926075,10:18,8283.001102,481.6,18180.6,,pc
78,8/26/2022,8292.906482,10:18,8293.889123,521.7,18260.9,,pc
79,8/26/2022,8299.331455,10:18,8300.120928,532.4,10730.4,,pc
80,8/26/2022,8302.778278,10:18,8304.00448,491.5,9419.8,,pc
81,8/26/2022,8306.314107,10:18,8307.809066,409.6,9460.8,,pc
82,8/26/2022,8311.151726,10:18,8312.218354,573.4,6962.5,,pc
83,8/26/2022,8381.763805,10:19,8382.316108,655.3,5078.5,,pc
84,8/26/2022,8382.434883,10:19,8383.509794,860.1,7904.4,,pc
85,8/26/2022,8383.901751,10:19,8385.451762,532.4,5283.3,,pc
86,8/26/2022,8385.766515,10:19,8387.114609,491.5,5692.8,,pc
87,8/26/2022,8387.589708,10:19,8388.201398,655.3,4996.6,,pc
88,8/26/2022,8390.725069,10:19,8391.186995,696.2,3972.7,,pc
89,8/26/2022,8464.066628,10:21,8465.368418,1105.8,4791.8,,pc
90,8/26/2022,8466.854978,10:21,8468.089579,901,3808.9,,pc
91,8/26/2022,8469.458558,10:21,8470.961915,860.1,3849.8,,pc
92,8/26/2022,8472.347691,10:21,8473.977028,819.1,5242.3,,pc
93,8/26/2022,8475.362805,10:21,8476.547014,614.3,5242.3,,pc
94,8/26/2022,8495.652288,10:21,8497.012868,1146.8,7167.2,,pc
95,8/26/2022,8498.398645,10:21,8499.876806,982.9,5774.7,,pc
96,8/26/2022,8638.695404,10:23,8640.383531,450.5,2416.4,,pc
97,8/26/2022,8651.641093,10:24,8652.170208,6348.1,7167.2,,ws
98,8/26/2022,8689.848263,10:24,8691.35162,491.5,3440.3,,pc
99,8/26/2022,9230.040871,10:33,9231.233478,819.1,3890.8,,pc
100,8/26/2022,9233.753072,10:33,9235.264828,491.5,5447.1,,pc
101,8/26/2022,9237.826414,10:33,9239.019022,737.2,5283.3,,pc
102,8/26/2022,9245.329782,10:34,9246.547585,614.3,4668.9,,pc
103,8/26/2022,9248.605253,10:34,9249.831455,573.4,4709.9,,pc
104,8/26/2022,9253.888001,10:34,9255.374561,532.4,5938.6,,pc
105,8/26/2022,9282.444006,10:34,9282.847141,1474.4,10935.2,,ws
106,8/26/2022,9283.090701,10:34,9283.393052,1023.9,9051.2,,ws
107,8/26/2022,9283.804586,10:34,9284.232917,1556.3,6880.5,,ws
108,8/26/2022,9284.58566,10:34,9284.862815,942,11099,,ws
109,8/26/2022,9285.408727,10:34,9285.753072,901,7781.6,,ws
110,8/26/2022,9286.576139,10:34,9286.954078,1515.4,7290.1,,ws
111,8/26/2022,9299.026308,10:34,9299.345457,450.5,4628,,pc
112,8/26/2022,9378.170208,10:36,9379.287227,573.4,6430,,pc
113,8/26/2022,9385.292258,10:36,9386.006143,491.5,21747.4,,pc
114,8/26/2022,9386.526859,10:36,9387.517899,532.4,22198,,pc
115,8/26/2022,9388.181392,10:36,9388.878479,532.4,8928.3,,pc
116,8/26/2022,9424.414881,10:37,9424.650043,942,12163.8,,pc
117,8/26/2022,10029.04254,10:47,10029.71444,286.7,4587,,pc
118,8/26/2022,10030.20156,10:47,10031.03302,491.5,22238.9,,pc
119,8/26/2022,10151.49999,10:49,10151.63437,327.6,10484.6,,pc
120,8/26/2022,10152.17188,10:49,10152.33985,450.5,8969.3,,pc
121,8/26/2022,10440.53975,10:54,10441.14445,409.6,3645.1,,pc
122,8/26/2022,10571.22787,10:56,10571.41264,1146.8,8314,,pc
123,8/26/2022,10803.4776,11:00,10803.82194,1187.7,2457.3,,ws
124,8/26/2022,10806.62709,11:00,10807.48375,1105.8,2088.7,,ws
125,8/26/2022,10827.67973,11:00,10828.95632,1187.7,2825.9,,ws
126,8/26/2022,10860.18924,11:01,10861.16348,1146.8,5856.7,,pc
127,8/26/2022,10869.37234,11:01,10869.74188,532.4,1720.1,,ws
128,8/26/2022,10881.57055,11:01,10881.82251,1228.7,1597.3,,ws
129,8/26/2022,10882.37682,11:01,10882.88913,737.2,1515.4,,ws
130,8/26/2022,10891.71611,11:01,10892.3628,1310.6,2744,,ws
131,8/26/2022,10932.05653,11:02,10933.10637,491.5,24000,,pc
132,8/26/2022,10942.0375,11:02,10943.07893,901,8027.3,,pc
133,8/26/2022,10959.95519,11:02,10960.91264,737.2,23672.4,,pc
134,8/26/2022,10983.83929,11:03,10985.82137,1023.9,7781.6,,pc
135,8/26/2022,10987.0627,11:03,10989.41432,532.4,23672.4,,pc
136,8/26/2022,10989.83425,11:03,10991.11924,942,2211.6,,pc
137,8/26/2022,10992.33538,11:03,10994.52743,491.5,2129.7,,pc
138,8/26/2022,10995.91321,11:03,10996.14837,2416.4,8969.3,,ws
139,8/26/2022,10996.66909,11:03,10997.75251,696.2,9337.9,,pc
140,8/26/2022,11006.01176,11:03,11007.49832,614.3,6880.5,,pc
141,8/26/2022,11007.56551,11:03,11007.96864,409.6,1392.5,,ws
142,8/26/2022,11010.54702,11:03,11011.35329,942,2334.5,,ws
143,8/26/2022,11015.92216,11:03,11017.15676,655.3,24000,,pc
144,8/26/2022,11025.4664,11:03,11026.59181,737.2,24000,,pc
145,8/26/2022,11028.80906,11:03,11029.22899,819.1,1802,,ws
146,8/26/2022,11031.66459,11:03,11032.54645,655.3,24000,,pc
147,8/26/2022,11034.47312,11:03,11035.48936,573.4,24000,,pc
148,8/26/2022,11039.45352,11:03,11040.52854,245.7,21747.4,,pc
149,8/26/2022,11043.85441,11:04,11044.42551,860.1,2047.8,,ws
150,8/26/2022,11046.8729,11:04,11048.14109,532.4,24000,,pc
151,8/26/2022,11051.04702,11:04,11052.38241,286.7,24000,,pc
152,8/26/2022,11060.10834,11:04,11061.30095,532.4,24000,,pc
153,8/26/2022,11061.80487,11:04,11062.93869,901,2375.4,,ws
154,8/26/2022,11064.79479,11:04,11065.91181,532.4,24000,,pc
155,8/26/2022,11071.57249,11:04,11072.53834,327.6,24000,,pc
156,8/26/2022,11078.39557,11:04,11079.39501,491.5,24000,,pc
157,8/26/2022,11086.37766,11:04,11087.62906,204.8,24000,,pc
158,8/26/2022,11097.63184,11:04,11098.97563,245.7,24000,,pc
159,8/26/2022,11105.75671,11:05,11106.92412,286.7,24000,,pc
160,8/26/2022,11112.40342,11:05,11113.91517,286.7,24000,,pc
161,8/26/2022,11114.10834,11:05,11114.33511,368.6,2211.6,,ws
162,8/26/2022,11114.80543,11:05,11115.09098,1187.7,2334.5,,ws
163,8/26/2022,11115.50252,11:05,11115.83006,1187.7,2211.6,,ws
164,8/26/2022,11116.81271,11:05,11117.99692,286.7,24000,,pc
165,8/26/2022,11123.27966,11:05,11124.77462,204.8,24000,,pc
166,8/26/2022,11128.01988,11:05,11129.29647,245.7,24000,,pc
167,8/26/2022,11131.92525,11:05,11132.14361,860.1,2334.5,,ws
168,8/26/2022,11136.46891,11:05,11138.06466,327.6,23918.1,,pc
169,8/26/2022,11139.14109,11:05,11140.44288,327.6,24000,,pc
170,8/26/2022,11142.13101,11:05,11143.20604,368.6,24000,,pc
171,8/26/2022,11152.98544,11:05,11154.28723,409.6,22443.7,,pc
172,8/26/2022,11156.27771,11:05,11157.51231,491.5,24000,,pc
173,8/26/2022,11160.59461,11:06,11161.73683,327.6,24000,,pc
174,8/26/2022,11163.25028,11:06,11164.74523,327.6,24000,,pc
175,8/26/2022,11166.09742,11:06,11167.58398,204.8,23959,,pc
176,8/26/2022,11169.01175,11:06,11170.5235,286.7,23918.1,,pc
177,8/26/2022,11172.08565,11:06,11173.631,327.6,23877.1,,pc
178,8/26/2022,11175.02015,11:06,11176.21276,327.6,18184.3,,pc
179,8/26/2022,11183.32641,11:06,11184.46863,368.6,23139.9,,pc
180,8/26/2022,11188.55375,11:06,11189.83034,368.6,23959,,pc
181,8/26/2022,11190.78779,11:06,11191.9552,327.6,24000,,pc
182,8/26/2022,11194.05486,11:06,11195.59181,327.6,23877.1,,pc
183,8/26/2022,11198.62372,11:06,11200.0263,204.8,23836.2,,pc
184,8/26/2022,11202.3729,11:06,11203.03639,1228.7,1720.1,,ws
185,8/26/2022,11203.82586,11:06,11205.20324,409.6,24000,,pc
186,8/26/2022,11211.81297,11:06,11212.8628,245.7,16341.3,,pc
187,8/26/2022,11217.78021,11:06,11219.04,368.6,22157,,pc
188,8/26/2022,11221.37821,11:07,11222.68839,368.6,8314,,pc
189,8/26/2022,11225.35916,11:07,11226.47618,245.7,23795.2,,pc
190,8/26/2022,11228.14751,11:07,11229.64247,286.7,23754.3,,pc
191,8/26/2022,11232.74495,11:07,11234.35749,327.6,23795.2,,pc
192,8/26/2022,11237.58257,11:07,11238.24606,655.3,1802,,ws
193,8/26/2022,11238.52322,11:07,11239.90899,409.6,23795.2,,pc
194,8/26/2022,11241.80709,11:07,11243.19286,204.8,24000,,pc
195,8/26/2022,11243.77237,11:07,11245.12455,286.7,23754.3,,pc
196,8/26/2022,11246.98403,11:07,11248.03386,245.7,24000,,pc
197,8/26/2022,11249.99074,11:07,11251.38492,245.7,24000,,pc
198,8/26/2022,11252.67355,11:07,11253.91655,204.8,23918.1,,pc
199,8/26/2022,11258.66517,11:07,11259.86617,245.7,24000,,pc
200,8/26/2022,11262.58733,11:07,11263.83873,368.6,23918.1,,pc
201,8/26/2022,11264.17468,11:07,11264.95575,819.1,2621.2,,pc
202,8/26/2022,11265.43447,11:07,11266.92943,204.8,24000,,pc
203,8/26/2022,11269.63717,11:07,11271.08174,163.8,24000,,pc
204,8/26/2022,11275.78498,11:07,11278.57333,204.8,24000,,pc
205,8/26/2022,11280.0095,11:08,11281.10972,327.6,23795.2,,pc
206,8/26/2022,11282.11254,11:08,11283.6243,450.5,23836.2,,pc
207,8/26/2022,11285.90033,11:08,11287.07614,245.7,15604.1,,pc
208,8/26/2022,11288.80626,11:08,11290.09965,286.7,18307.2,,pc
209,8/26/2022,11291.39304,11:08,11291.69539,286.7,12573.4,,pc
210,8/26/2022,11293.13996,11:08,11294.81129,327.6,13228.7,,pc
211,8/26/2022,11298.14053,11:08,11299.45072,286.7,16054.6,,pc
212,8/26/2022,11303.07054,11:08,11304.5151,286.7,21174.1,,pc
213,8/26/2022,11307.0263,11:08,11308.09293,286.7,9952.2,,pc
214,8/26/2022,11310.5907,11:08,11311.64053,409.6,5979.5,,pc
215,8/26/2022,11313.13549,11:08,11314.3197,245.7,9542.7,,pc
216,8/26/2022,11318.20827,11:08,11319.45967,163.8,20395.9,,pc
217,8/26/2022,11323.54479,11:08,11325.03975,327.6,10034.1,,pc
218,8/26/2022,11330.17972,11:08,11331.40592,204.8,7003.4,,pc
219,8/26/2022,11333.77434,11:08,11334.97534,286.7,10320.8,,pc
220,8/26/2022,11338.36338,11:08,11339.63997,368.6,5610.9,,pc
221,8/26/2022,11342.81466,11:09,11343.67132,245.7,5774.7,,pc
222,8/26/2022,11348.78107,11:09,11350.02407,368.6,7126.3,,pc
223,8/26/2022,11351.16629,11:09,11352.72004,491.5,7085.3,,pc
224,8/26/2022,11353.95464,11:09,11355.97031,327.6,9542.7,,pc
225,8/26/2022,11359.32137,11:09,11360.58117,327.6,7453.9,,pc
226,8/26/2022,11361.76876,11:09,11363.45688,327.6,7986.3,,pc
227,8/26/2022,11365.8421,11:09,11366.86673,327.6,5651.9,,pc
228,8/26/2022,11368.04254,11:09,11369.48711,696.2,6675.8,,pc
229,8/26/2022,11376.58734,11:09,11376.75532,450.5,2416.4,,pc
230,8/26/2022,11377.60358,11:09,11378.31746,614.3,4505.1,,pc
231,8/26/2022,11382.83594,11:09,11383.93616,327.6,4177.5,,pc
232,8/26/2022,11390.00336,11:09,11390.88522,368.6,3112.6,,pc
233,8/26/2022,11399.36785,11:09,11400.24131,368.6,2170.6,,pc
234,8/26/2022,11401.74466,11:10,11403.04645,532.4,2211.6,,pc
235,8/26/2022,11407.00559,11:10,11408.26539,368.6,2293.5,,pc
236,8/26/2022,11410.08789,11:10,11411.3057,327.6,2170.6,,pc
237,8/26/2022,11414.4048,11:10,11415.29505,1023.9,2866.9,,ws
238,8/26/2022,11416.18029,11:10,11418.06159,286.7,7044.4,,pc
239,8/26/2022,11424.98207,11:10,11427.17412,819.1,5365.2,,pc
240,8/26/2022,11434.13997,11:10,11434.65229,573.4,1638.2,,ws
241,8/26/2022,11454.74522,11:10,11455.35832,860.1,2744,,pc
242,8/26/2022,11459.30067,11:10,11460.3169,368.6,2662.1,,pc
243,8/26/2022,11463.99551,11:11,11465.01175,450.5,2539.2,,pc
244,8/26/2022,11479.56158,11:11,11480.75418,204.8,1761.1,,pc
245,8/26/2022,11482.54309,11:11,11483.7693,327.6,2170.6,,pc
246,8/26/2022,11486.15789,11:11,11487.3085,245.7,1843,,pc
247,8/26/2022,11491.49943,11:11,11492.49047,409.6,1597.3,,pc
248,8/26/2022,11494.41376,11:11,11495.48039,819.1,1802,,ws
249,8/26/2022,11496.83257,11:11,11497.57165,409.6,1720.1,,pc
250,8/26/2022,11500.50615,11:11,11501.4636,491.5,1843,,pc
251,8/26/2022,11504.14277,11:11,11505.25979,491.5,5037.5,,pc
252,8/26/2022,11508.10693,11:11,11509.11476,409.6,5242.3,,pc
253,8/26/2022,11511.00784,11:11,11512.21724,368.6,3931.7,,pc
254,8/26/2022,11514.29171,11:11,11514.51847,409.6,1474.4,,ws
255,8/26/2022,11515.40873,11:11,11516.61813,614.3,8805.5,,pc
256,8/26/2022,11519.60805,11:11,11520.93504,655.3,7003.4,,pc
257,8/26/2022,11522.81633,11:12,11523.94175,532.4,4668.9,,pc
258,8/26/2022,11536.10637,11:12,11537.80289,450.5,2006.8,,ws
259,8/26/2022,11538.72172,11:12,11539.17525,532.4,1638.2,,ws
260,8/26/2022,11539.36842,11:12,11539.63717,286.7,2047.8,,ws
261,8/26/2022,11548.56493,11:12,11549.63996,286.7,1720.1,,pc
262,8/26/2022,11574.84265,11:12,11575.87568,368.6,3808.9,,pc
263,8/26/2022,11577.12708,11:12,11577.50502,1064.8,2416.4,,ws
264,8/26/2022,11578.84378,11:12,11580.16237,982.9,1924.9,,pc
265,8/26/2022,11581.11142,11:13,11582.05207,614.3,4791.8,,pc
266,8/26/2022,11584.83202,11:13,11585.62149,737.2,2989.8,,pc
267,8/26/2022,11599.91096,11:13,11600.09573,614.3,1720.1,,ws
268,8/26/2022,11601.06997,11:13,11602.42216,286.7,2375.4,,pc
269,8/26/2022,11609.26203,11:13,11610.76539,327.6,2047.8,,pc
270,8/26/2022,11611.71444,11:13,11611.88241,163.8,4791.8,,pc
271,8/26/2022,11612.43672,11:13,11612.62149,245.7,4341.3,,pc
272,8/26/2022,11613.02462,11:13,11614.53638,245.7,4259.4,,pc
273,8/26/2022,11614.63716,11:13,11615.57781,860.1,1884,,ws
274,8/26/2022,11615.98935,11:13,11617.34153,368.6,4382.3,,pc
275,8/26/2022,11624.37457,11:13,11625.93672,6225.3,9296.9,,pc
276,8/26/2022,11629.99326,11:13,11630.90872,368.6,4300.3,,pc
277,8/26/2022,11632.81859,11:13,11633.90201,286.7,3686,,pc
278,8/26/2022,13280.86561,11:41,13281.07558,627.451,8392.157,,pc
279,8/26/2022,13419.09069,11:43,13420.8628,549.02,9725.49,,pc
280,8/26/2022,13423.12205,11:43,13425.2637,1019.608,9921.569,,pc
281,8/26/2022,13426.22115,11:43,13428.4048,509.804,12156.863,,pc
282,8/26/2022,13728.42329,11:48,13730.43896,1254.902,7764.706,,pc
283,8/26/2022,14456.39865,12:00,14456.7094,470.588,5254.902,,pc
284,8/26/2022,14458.94344,12:00,14459.87569,470.588,6745.098,,pc
285,8/26/2022,14464.83929,12:01,14465.58677,1176.471,4862.745,,pc
286,8/26/2022,14475.42496,12:01,14476.4244,549.02,10392.157,,pc
287,8/26/2022,14636.71528,12:03,14637.58034,196.078,9686.275,,pc
288,8/26/2022,14639.98235,12:03,14641.08257,196.078,10000,,pc
289,8/26/2022,14640.35189,12:04,14641.67048,117.647,24000,,pc
290,8/26/2022,14641.98963,12:04,14643.35021,274.51,10431.373,,pc
291,8/26/2022,14705.20632,12:05,14705.71024,117.647,8705.882,,pc
292,8/26/2022,14706.63409,12:05,14706.84405,156.863,4980.392,,pc
293,8/26/2022,14770.90901,12:06,14771.60609,78.431,24000,,pc
294,8/26/2022,14774.08369,12:06,14774.48683,196.078,23803.922,,pc
295,8/26/2022,15282.1201,12:14,15283.09434,1019.608,3098.039,,pc
296,8/26/2022,15294.4745,12:14,15295.7259,352.941,1882.353,,pc
